BTH_YR,GENDER,SCTR_CD,LN_AMT,DLQ_TYPE,DLQ_CD_1,DLQ_CD_2,DLQ_AMT,CD_OPN_CD_1,CD_OPN_CD_2
40,0,3,30.0,0.0,0,0,0.0,1,1
51,1,0,0.0,0.0,0,0,0.0,1,1
48,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,1
40,0,0,0.0,0.0,0,0,0.0,1,1
40,0,0,0.0,0.0,0,0,0.0,1,1
40,0,0,0.0,0.0,0,0,0.0,1,1
40,0,0,0.0,0.0,0,0,0.0,1,1
52,1,6,1100.0,0.0,0,0,0.0,0,0
37,1,0,0.0,0.0,0,0,0.0,1,1
37,1,0,0.0,0.0,0,0,0.0,1,1
37,1,0,0.0,0.0,0,0,0.0,1,1
37,1,0,0.0,0.0,0,0,0.0,1,1
31,1,0,0.0,0.0,0,0,0.0,1,1
31,1,0,0.0,0.0,0,0,0.0,1,1
31,1,0,0.0,0.0,0,0,0.0,1,1
31,1,0,0.0,0.0,0,0,0.0,1,1
57,1,0,0.0,0.0,0,0,0.0,1,1
60,1,1,3300.0,0.0,0,0,0.0,1,1
24,0,0,0.0,0.0,0,0,0.0,1,1
78,1,0,0.0,0.0,0,0,0.0,1,1
44,1,8,16000.0,0.0,0,0,0.0,0,0
22,1,0,0.0,0.0,0,0,0.0,1,1
22,1,0,0.0,0.0,0,0,0.0,2,1
34,1,0,0.0,0.0,0,0,0.0,1,1
63,1,0,0.0,0.0,0,0,0.0,2,1
39,1,0,0.0,0.0,0,0,0.0,1,1
